strategy,run_id,exchange,datafeed,feed_db,fills,notional,realized_pnl,completed_pair_pnl,unpaired_leftover_pnl,paired_locked_edge,max_abs_raw_net_contracts,profit_factor,sharpe,max_drawdown,settlement_source,fill_timing,settlements_from_feed_db,strategy_params,run_dir
simple_directional,all-strategies-20260517T033359Z-simple_directional,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,38251,956275.0,297561.371328,0,0,0,0,2.452404,0.976578,23218.032893,replay_final_snapshot,,false,{},runs/simple_directional/all-strategies-20260517T033359Z-simple_directional
late_window_only,all-strategies-20260517T033359Z-late_window_only,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,239,5975.0,44089.72812,0,0,0,0,16.203355,3.8912,1550.0,replay_final_snapshot,,false,{},runs/late_window_only/all-strategies-20260517T033359Z-late_window_only
simple_directional,audit-simple_directional-next-tick-1778989961,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,38400,960000.0,16254.446382,0,0,0,0,1.076196,0.424291,19080.000203,mixed,next-tick,true,{},runs/simple_directional/audit-simple_directional-next-tick-1778989961
simple_directional,audit2-simple_directional-next-tick-1778990033,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,38453,961325.0,16254.446382,0,0,0,0,1.076196,0.432577,19080.000203,mixed,next-tick,true,{},runs/simple_directional/audit2-simple_directional-next-tick-1778990033
simple_directional,all-strategies-nexttick-simple_directional-1778995478,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,40892,1022300.0,16219.24373,0,0,-60444.972853,619967.903204,1.075968,0.431385,19105.000203,mixed,next-tick,true,{},runs/simple_directional/all-strategies-nexttick-simple_directional-1778995478
simple_directional,audit-simple_directional-same-tick-1778989944,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,38738,968450.0,15788.890131,0,0,0,0,1.072751,0.406896,19131.724002,mixed,same-tick,true,{},runs/simple_directional/audit-simple_directional-same-tick-1778989944
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-validation-020,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,4694,46940.0,4012.591544,9547.891268,-5535.299724,12082.396187,7120.881482,1.160568,1.042801,6520.306609,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.02, ""force_flatten_seconds"": 30.0, ""max_atr_slope"": 0.75, ""max_net_ratio"": 0.5, ""max_wickiness"": 0.9, ""min_seconds_to_close"": 60.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-validation-020
volatility_inventory,all-strategies-nexttick-volatility_inventory-1778995478,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,15181,368648.828125,2339.385079,0,0,22509.313382,3188126.716425,1.007083,0.015002,265704.669084,mixed,next-tick,true,{},runs/volatility_inventory/all-strategies-nexttick-volatility_inventory-1778995478
simple_directional,improved-20260516T055637Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,100,2500.0,1516.165381,0,0,0,0,7.064662,15.485911,250.0,replay_final_snapshot,,false,{},runs/simple_directional/improved-20260516T055637Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T014359Z-validation-009,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,4149,41421.954431,1483.010266,9132.29241,-7649.282145,11080.352874,6269.391365,1.072529,0.462578,6000.883372,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.5, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T014359Z-validation-009
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-validation-009,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,4149,41421.954431,1483.010266,9132.29241,-7649.282145,11080.352874,6269.391365,1.072529,0.462578,6000.883372,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.5, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-validation-009
simple_directional,all-strategies-smallcap-simple_directional-1778995976,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1040,5200.0,854.07685,0,0,-14.177385,119.829555,1.532135,3.261571,260.729643,mixed,next-tick,true,{},runs/simple_directional/all-strategies-smallcap-simple_directional-1778995976
late_window_only,venue-strategy-matrix-20260520T003002Z-polymarket-late_window_only,polymarket,polymarket-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/polymarket-btc-1s.sqlite3,118,2950.0,768.63228,0,768.63228,0,989.358405,inf,25.815495,0,replay_final_snapshot,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/late_window_only/venue-strategy-matrix-20260520T003002Z-polymarket-late_window_only
seed_cheap_accumulate_repair_v1,seed200_90_30_r360_net0.45-20260518T063124Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1921,33417.134538,672.516027,2124.734743,-1452.218716,2981.236623,389.1319,1.044489,0.175186,588.528578,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_90_30_r360_net0.45-20260518T063124Z
seed_cheap_accumulate_repair_v1,kalshi-20260516-17-seed-repair-v1-90-30,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,837,19367.556755,612.491241,1406.631888,-794.140646,1793.715099,315.262477,1.069196,0.305642,473.379898,kalshi_api,next-tick,true,"{""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90}",runs/seed_cheap_accumulate_repair_v1/kalshi-20260516-17-seed-repair-v1-90-30
seed_cheap_accumulate_repair_v1,seed200_90_30_r360_net0.35-20260518T063048Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1715,33152.0041,610.064181,2145.001587,-1534.937406,2776.501744,248.64897,1.041006,0.168554,521.159412,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_90_30_r360_net0.35-20260518T063048Z
seed_cheap_accumulate_repair_v1,tune_90_30_r360_net0.45-20260518T065339Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1400,32838.038392,595.716215,2127.08667,-1531.370455,2854.423209,352.162444,1.040625,0.18258,499.830137,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r360_net0.45-20260518T065339Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r360_net0.45-20260518T065902Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1425,35177.253972,574.649675,2554.293639,-1979.643964,3391.250635,397.854777,1.036003,0.159499,613.903519,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r360_net0.45-20260518T065902Z
seed_cheap_accumulate_repair_v1,tune_90_30_r360_net0.40-20260518T065302Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1336,32753.482921,561.657648,2128.286683,-1566.629035,2770.677638,352.162444,1.038481,0.176072,485.963603,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r360_net0.40-20260518T065302Z
seed_cheap_accumulate_repair_v1,tune_90_30_r360_net0.35-20260518T065226Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1272,32646.292274,548.116736,2133.577556,-1585.460819,2690.36226,285.495778,1.037769,0.176193,483.958411,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r360_net0.35-20260518T065226Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r360_net0.40-20260518T065827Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1361,35104.253972,530.230139,2550.279288,-2020.049149,3280.50627,334.002638,1.03337,0.150718,591.361692,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r360_net0.40-20260518T065827Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r360_net0.45-20260518T064835Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1365,29977.74221,516.66245,1863.699649,-1347.037199,2489.998033,370.322251,1.038861,0.177016,424.574451,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r360_net0.45-20260518T064835Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-024,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,55,825.0,516.259856,75.0,441.259856,75.0,238.095238,1.956037,2.964843,176.184211,mixed,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.08, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.6, ""min_seconds_to_close"": 120.0, ""min_volatility"": 2.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-024
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r360_net0.40-20260518T064759Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1292,29809.796803,514.287151,1855.983554,-1341.696403,2406.022617,303.655585,1.039044,0.181622,418.418425,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r360_net0.40-20260518T064759Z
seed_cheap_accumulate_repair_v1,seed200_90_30_r360_net0.25-20260518T063013Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1558,32765.329673,506.255722,2110.334398,-1604.078675,2578.751529,215.934126,1.034502,0.14736,480.247257,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_90_30_r360_net0.25-20260518T063013Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r360_net0.35-20260518T065751Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1304,35043.253972,503.024819,2553.149288,-2050.124469,3184.076616,268.225148,1.031782,0.146173,572.952053,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r360_net0.35-20260518T065751Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r360_net0.35-20260518T064723Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1235,29689.467133,463.745094,1829.617697,-1365.872603,2323.965885,236.988918,1.035427,0.168265,419.940403,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r360_net0.35-20260518T064723Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r360_net0.45-20260518T064313Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1321,26617.885628,458.957514,1668.884009,-1209.926495,2214.522871,321.81539,1.038888,0.179993,391.983407,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r360_net0.45-20260518T064313Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r360_net0.35-20260518T064202Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1204,26281.113432,398.518681,1602.553855,-1204.035173,2045.11142,198.005866,1.034421,0.166025,369.803041,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r360_net0.35-20260518T064202Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r360_net0.45-20260518T062753Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1722,24216.001234,390.498222,1546.326701,-1155.828479,2071.632019,284.561577,1.036115,0.152736,413.473041,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r360_net0.45-20260518T062753Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r360_net0.40-20260518T064238Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1253,26425.341126,388.29074,1634.873603,-1246.582863,2125.0285,255.148723,1.03323,0.157563,385.320561,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r360_net0.40-20260518T064238Z
spread_aware_momentum,venue-strategy-matrix-20260520T003002Z-polymarket-spread_aware_momentum,polymarket,polymarket-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/polymarket-btc-1s.sqlite3,735,18375.0,365.992023,-780.652099,1146.644122,-766.827781,2136.398109,1.046182,0.352746,2552.024769,replay_final_snapshot,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/spread_aware_momentum/venue-strategy-matrix-20260520T003002Z-polymarket-spread_aware_momentum
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r390_net0.35-20260518T065938Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1212,34926.81644,342.40809,2367.96763,-2025.559541,2873.024563,268.225148,1.021704,0.102911,642.086683,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r390_net0.35-20260518T065938Z
seed_cheap_accumulate_repair_v1,tune_90_30_r390_net0.45-20260518T065528Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1303,32688.979158,338.861193,1937.931077,-1599.069884,2525.21761,352.162444,1.023174,0.107641,552.772763,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r390_net0.45-20260518T065528Z
seed_cheap_accumulate_repair_v1,tune_100_33p333333_r330_net0.45-20260518T065716Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1526,34721.008249,337.58944,2562.426364,-2224.836924,3576.862113,397.854777,1.021131,0.091256,799.00455,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 33.333333, ""seed_primary_spend"": 100, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_100_33p333333_r330_net0.45-20260518T065716Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r360_net0.25-20260518T062642Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1360,22958.461999,331.320389,1328.326535,-997.006146,1626.738933,135.135135,1.032855,0.152271,294.823467,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r360_net0.25-20260518T062642Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,142,1345.529678,328.640151,526.734926,-198.094776,526.065449,416.666667,1.666755,1.608084,126.172153,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.08, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-006
seed_cheap_accumulate_repair_v1,tune_90_30_r390_net0.40-20260518T065451Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1247,32619.726717,308.100857,1935.846555,-1627.745699,2446.043653,352.162444,1.021163,0.10013,558.81163,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r390_net0.40-20260518T065451Z
seed_cheap_accumulate_repair_v1,seed200_60_20_r360_net0.35-20260518T062717Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1527,23644.415028,292.661052,1442.691973,-1150.030921,1840.545101,207.212796,1.027984,0.124341,325.78269,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 360, ""seed_hedge_spend"": 20, ""seed_primary_spend"": 60, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_60_20_r360_net0.35-20260518T062717Z
seed_cheap_accumulate_repair_v1,tune_90_30_r390_net0.35-20260518T065415Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1189,32528.757434,285.742603,1939.57809,-1653.835486,2370.199082,285.495778,1.01973,0.095218,547.184358,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r390_net0.35-20260518T065415Z
seed_cheap_accumulate_repair_v1,tune_90_30_r330_net0.45-20260518T065150Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1490,32308.438266,277.50562,2144.893464,-1867.387844,3047.294419,385.333978,1.018884,0.083029,682.018539,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r330_net0.45-20260518T065150Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r390_net0.35-20260518T064911Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1158,29574.939484,267.432809,1653.165407,-1385.732598,2026.312953,236.988918,1.020511,0.100468,445.928612,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 390, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r390_net0.35-20260518T064911Z
seed_cheap_accumulate_repair_v1,tune_90_30_r330_net0.40-20260518T065114Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1415,32192.112508,245.908843,2132.460927,-1886.552084,2945.047603,385.333978,1.016853,0.075575,658.085823,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.4, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_90_30_r330_net0.40-20260518T065114Z
seed_cheap_accumulate_repair_v1,seed200_90_30_r480_net0.35-20260518T063234Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1276,33806.371004,242.218951,1231.257788,-989.038837,1510.542469,248.64897,1.016022,0.076182,545.180271,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 30, ""seed_primary_spend"": 90, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_90_30_r480_net0.35-20260518T063234Z
