strategy,run_id,exchange,datafeed,feed_db,fills,notional,realized_pnl,completed_pair_pnl,unpaired_leftover_pnl,paired_locked_edge,max_abs_raw_net_contracts,profit_factor,sharpe,max_drawdown,settlement_source,fill_timing,settlements_from_feed_db,strategy_params,run_dir
seed_cheap_accumulate_repair_v1,seed200_30_10_r480_net0.25-20260518T062457Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,929,12074.765028,113.513575,377.641356,-264.12778,461.574877,84.315399,1.021733,0.123112,159.440474,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_30_10_r480_net0.25-20260518T062457Z
seed_cheap_accumulate_repair_v1,seed200_r480_net0.25-20260518T061922Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,928,12049.16206,113.513575,377.641356,-264.12778,461.574877,84.315399,1.021733,0.123112,159.440474,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 480, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r480_net0.25-20260518T061922Z
seed_cheap_accumulate_repair_v1,tune_70_23p333333_r330_net0.45-20260518T064127Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1398,26105.457423,110.292575,1625.719146,-1515.426572,2328.731123,322.898477,1.009335,0.042787,541.696873,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 23.333333, ""seed_primary_spend"": 70, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_70_23p333333_r330_net0.45-20260518T064127Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,143,1321.465152,110.016013,298.206269,-188.190256,298.149528,90.909091,1.214409,0.948355,66.470777,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.06, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,143,1321.465152,110.016013,298.206269,-188.190256,298.149528,90.909091,1.214409,0.948355,66.470777,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.06, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,143,1321.465152,110.016013,298.206269,-188.190256,298.149528,90.909091,1.214409,0.948355,66.470777,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.06, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,143,1321.465152,110.016013,298.206269,-188.190256,298.149528,90.909091,1.214409,0.948355,66.470777,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.06, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-022,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,143,1321.465152,110.016013,298.206269,-188.190256,298.149528,90.909091,1.214409,0.948355,66.470777,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.06, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-022
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-validation-024,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,102,1530.0,99.627822,276.417817,-176.789995,276.417817,50.0,1.130232,0.937779,83.333291,mixed,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.08, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.6, ""min_seconds_to_close"": 120.0, ""min_volatility"": 2.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-validation-024
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-012,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,175,1631.321927,98.703242,234.25648,-135.553238,234.138289,50.0,1.175356,0.828583,85.774626,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 90.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-012
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-012,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,175,1631.321927,98.703242,234.25648,-135.553238,234.138289,50.0,1.175356,0.828583,85.774626,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 90.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-012
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-002,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,135,1213.546386,98.55058,269.352062,-170.801482,268.791496,50.0,1.193833,1.015151,65.249619,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.045, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-002
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-002,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,135,1213.546386,98.55058,269.352062,-170.801482,268.791496,50.0,1.193833,1.015151,65.249619,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.045, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-002
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-002,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,135,1213.546386,98.55058,269.352062,-170.801482,268.791496,50.0,1.193833,1.015151,65.249619,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.045, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-002
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-002,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,135,1213.546386,98.55058,269.352062,-170.801482,268.791496,50.0,1.193833,1.015151,65.249619,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.045, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-002
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-007,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1049.101618,97.319565,222.176964,-124.857399,224.532679,66.059113,1.245165,1.178152,55.857151,mixed,next-tick,true,"{""base_notional"": 7.5, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-007
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-007,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1049.101618,97.319565,222.176964,-124.857399,224.532679,66.059113,1.245165,1.178152,55.857151,mixed,next-tick,true,"{""base_notional"": 7.5, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-007
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-007,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1049.101618,97.319565,222.176964,-124.857399,224.532679,66.059113,1.245165,1.178152,55.857151,mixed,next-tick,true,"{""base_notional"": 7.5, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-007
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-validation-007,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,150,1049.101618,97.319565,222.176964,-124.857399,224.532679,66.059113,1.245165,1.178152,55.857151,mixed,next-tick,true,"{""base_notional"": 7.5, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-validation-007
spread_aware_momentum,all-strategies-nexttick-spread_aware_momentum-1778995478,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,903,22575.0,97.110134,0,0,-147.814013,33516.159949,1.008992,0.068701,4659.724645,mixed,next-tick,true,{},runs/spread_aware_momentum/all-strategies-nexttick-spread_aware_momentum-1778995478
seed_cheap_accumulate_repair_v1,seed200_r540_net0.25-20260518T062106Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,824,12041.858896,96.351628,244.39766,-148.046032,282.672013,84.315399,1.018641,0.111645,141.141576,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 540, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r540_net0.25-20260518T062106Z
seed_cheap_accumulate_repair_v1,tune_80_26p666667_r330_net0.35-20260518T064536Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1297,29131.716709,92.428904,1817.430806,-1725.001902,2462.484721,273.071011,1.007065,0.033091,549.479781,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.35, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""one_fill_per_price_level"": true, ""repair_start_seconds"": 330, ""seed_hedge_spend"": 26.666667, ""seed_primary_spend"": 80, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/tune_80_26p666667_r330_net0.35-20260518T064536Z
spread_aware_momentum,bankroll200-allstats-spread_aware_momentum-1778996866,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,39,195.0,92.295325,0,0,0,105.204873,2.419928,6.950329,65.0,kalshi_api,next-tick,true,{},runs/spread_aware_momentum/bankroll200-allstats-spread_aware_momentum-1778996866
spread_aware_momentum,bankroll200-smoke-spread,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,39,195.0,92.295325,0,0,0,105.204873,2.419928,6.950329,65.0,kalshi_api,next-tick,true,{},runs/spread_aware_momentum/bankroll200-smoke-spread
seed_cheap_accumulate_repair_v1,C_seed_240-20260518T055835Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1794,9951.396087,83.204259,1141.07815,-1057.873891,1842.811951,607.658946,1.016046,0.069022,289.327207,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_total_cost"": 50, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 240, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/C_seed_240-20260518T055835Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T060741Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1344.346242,81.571031,255.445169,-173.874138,255.465337,43.478261,1.153185,0.818641,72.520143,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.04, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T060741Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-004,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,1344.346242,81.571031,255.445169,-173.874138,255.465337,43.478261,1.153185,0.818641,72.520143,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.04, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-004
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-014,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,95,950.0,76.916407,234.657081,-157.740674,232.261933,37.621202,1.150816,1.027001,70.0,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 120.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-014
spread_aware_momentum,all-strategies-smallcap-spread_aware_momentum-1778995976,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,437,2185.0,73.519235,0,0,-8.784647,142.455483,1.075404,0.56258,284.775858,mixed,next-tick,true,{},runs/spread_aware_momentum/all-strategies-smallcap-spread_aware_momentum-1778995976
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,157,2136.166889,72.238076,284.554073,-212.315996,281.620727,56.431803,1.086687,0.500092,91.125319,mixed,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-008
simple_directional,bankroll200-allstats-simple_directional-1778996866,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,39,195.0,70.811409,0,0,0,109.625474,2.573587,6.466829,45.0,kalshi_api,next-tick,true,{},runs/simple_directional/bankroll200-allstats-simple_directional-1778996866
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-validation-021,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,110,1650.0,70.059105,175.60188,-105.542775,175.60188,50.0,1.089819,0.667841,58.111472,mixed,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.6, ""min_seconds_to_close"": 120.0, ""min_volatility"": 2.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-validation-021
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-021,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,110,1650.0,70.059105,175.60188,-105.542775,175.60188,50.0,1.089819,0.667841,58.111472,mixed,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.6, ""min_seconds_to_close"": 120.0, ""min_volatility"": 2.0, ""probability_model"": ""brownian""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-021
seed_cheap_accumulate_repair_v1,seed200_r300_net0.25-20260518T061407Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1098,11347.088497,68.758765,801.100398,-732.341633,1000.67961,84.315399,1.013437,0.070115,175.649539,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.25, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 300, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r300_net0.25-20260518T061407Z
seed_cheap_accumulate_repair_v2,venue-strategy-matrix-20260520T003002Z-polymarket-seed_cheap_accumulate_repair_v2,polymarket,polymarket-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/polymarket-btc-1s.sqlite3,103,1595.050592,66.902604,126.673061,-59.770457,127.963734,61.22449,1.085158,0.561543,58.516101,replay_final_snapshot,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/seed_cheap_accumulate_repair_v2/venue-strategy-matrix-20260520T003002Z-polymarket-seed_cheap_accumulate_repair_v2
strategy_probability_mm_v0,venue-strategy-matrix-20260520T005455Z-kalshi-strategy_probability_mm_v0,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,1574,15011.348477,65.374723,588.364564,-522.989841,591.46283,79.364039,1.009777,0.064869,261.91986,mixed,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/venue-strategy-matrix-20260520T005455Z-kalshi-strategy_probability_mm_v0
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-validation-009,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,132,1194.393183,64.989555,177.447595,-112.45804,177.182383,33.333333,1.13332,0.783577,60.990819,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-validation-009
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,697.862929,64.87201,148.488973,-83.616962,150.05945,44.039409,1.245136,1.187526,37.238877,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-validation-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,697.862929,64.87201,148.488973,-83.616962,150.05945,44.039409,1.245136,1.187526,37.238877,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-validation-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,148,697.862929,64.87201,148.488973,-83.616962,150.05945,44.039409,1.245136,1.187526,37.238877,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-validation-006
