base_notional,fills,gross_payout,idx,kurtosis,largest_loss,largest_win,largest_win_to_pnl_ratio,markets,max_abs_raw_net_contracts,max_drawdown,max_seconds_to_close,max_ticket_price,min_seconds_to_close,min_ticket_price,profit_factor,realized_pnl,returncode,run_dir,run_id,sharpe,side_mode,signals,skewness,snapshots,status,stderr_tail,stdout_tail,total_cost,win_rate
10.0,156,0.0,42,1.0,-10.0,0.0,,156,10000.0,1560.0,60,0.05,30,0.001,0.0,-1560.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w30-60-p0p05-min0p001-yes_only-n10p0,late-lotto-sweep-20260522T134139Z-w30-60-p0p05-min0p001-yes_only-n10p0,-6001087740476013.0,yes_only,2764,-1.0,28829,ok,,"air_pnl"": 0.0, ""unpaired_leftover_cost"": 1560.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -1560.0, ""unpaired_no_pnl"": 0.0, ""unpaired_time_buckets"": {""yes:00-02m"": {""contracts"": 382303.956622, ""cost"": 1560.0, ""payout"": 0.0, ""pnl"": -1560.0}}, ""unpaired_yes_pnl"": -1560.0}, ""realized_pnl"": -1560.0, ""settled_markets"": 156, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1560.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w30-60-p0p05-min0p001-yes_only-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w30-60-p0p05-min0p001-yes_only-n10p0"", ""settled_positions"": 156, ""settlements_from_feed_db"": true, ""signals"": 2764, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1560.0,0.0
5.0,186,0.0,43,1.0,-5.0,0.0,,186,5000.0,930.0,90,0.003,45,0.001,0.0,-930.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n5p0,-3.802665853749761e+16,cheapest,3002,-1.0,28829,ok,,"paired_leftover_pnl"": -930.0, ""unpaired_no_pnl"": -485.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 224386.904772, ""cost"": 485.0, ""payout"": 0.0, ""pnl"": -485.0}, ""yes:00-02m"": {""contracts"": 215777.777786, ""cost"": 445.0, ""payout"": 0.0, ""pnl"": -445.0}}, ""unpaired_yes_pnl"": -445.0}, ""realized_pnl"": -930.0, ""settled_markets"": 186, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 930.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n5p0"", ""settled_positions"": 186, ""settlements_from_feed_db"": true, ""signals"": 3002, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",930.0,0.0
10.0,186,0.0,44,1.0,-10.0,0.0,,186,10000.0,1860.0,90,0.003,45,0.001,0.0,-1860.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n10p0,-3.802665853749761e+16,cheapest,3002,-1.0,28829,ok,,"d_leftover_pnl"": -1860.0, ""unpaired_no_pnl"": -970.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 448773.809514, ""cost"": 970.0, ""payout"": 0.0, ""pnl"": -970.0}, ""yes:00-02m"": {""contracts"": 431555.555548, ""cost"": 890.0, ""payout"": 0.0, ""pnl"": -890.0}}, ""unpaired_yes_pnl"": -890.0}, ""realized_pnl"": -1860.0, ""settled_markets"": 186, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1860.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-cheapest-n10p0"", ""settled_positions"": 186, ""settlements_from_feed_db"": true, ""signals"": 3002, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1860.0,0.0
5.0,97,0.0,45,1.0,-5.0,0.0,,97,5000.0,485.0,90,0.003,45,0.001,0.0,-485.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n5p0,-8128337751741917.0,no_only,1315,-1.0,28829,ok,,"""completed_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 485.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -485.0, ""unpaired_no_pnl"": -485.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 224386.904772, ""cost"": 485.0, ""payout"": 0.0, ""pnl"": -485.0}}, ""unpaired_yes_pnl"": 0.0}, ""realized_pnl"": -485.0, ""settled_markets"": 97, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 485.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n5p0"", ""settled_positions"": 97, ""settlements_from_feed_db"": true, ""signals"": 1315, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",485.0,0.0
10.0,97,0.0,46,1.0,-10.0,0.0,,97,10000.0,970.0,90,0.003,45,0.001,0.0,-970.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n10p0,-8128337751741917.0,no_only,1315,-1.0,28829,ok,,"ompleted_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 970.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -970.0, ""unpaired_no_pnl"": -970.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 448773.809514, ""cost"": 970.0, ""payout"": 0.0, ""pnl"": -970.0}}, ""unpaired_yes_pnl"": 0.0}, ""realized_pnl"": -970.0, ""settled_markets"": 97, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 970.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-no_only-n10p0"", ""settled_positions"": 97, ""settlements_from_feed_db"": true, ""signals"": 1315, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",970.0,0.0
5.0,89,0.0,47,1.0,-5.0,0.0,,89,5000.0,445.0,90,0.003,45,0.001,0.0,-445.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n5p0,-8749495417360875.0,yes_only,1687,-1.0,28829,ok,,"mpleted_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 445.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -445.0, ""unpaired_no_pnl"": 0.0, ""unpaired_time_buckets"": {""yes:00-02m"": {""contracts"": 215777.777786, ""cost"": 445.0, ""payout"": 0.0, ""pnl"": -445.0}}, ""unpaired_yes_pnl"": -445.0}, ""realized_pnl"": -445.0, ""settled_markets"": 89, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 445.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n5p0"", ""settled_positions"": 89, ""settlements_from_feed_db"": true, ""signals"": 1687, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",445.0,0.0
10.0,89,0.0,48,1.0,-10.0,0.0,,89,10000.0,890.0,90,0.003,45,0.001,0.0,-890.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n10p0,-8749495417360875.0,yes_only,1687,-1.0,28829,ok,,"leted_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 890.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -890.0, ""unpaired_no_pnl"": 0.0, ""unpaired_time_buckets"": {""yes:00-02m"": {""contracts"": 431555.555548, ""cost"": 890.0, ""payout"": 0.0, ""pnl"": -890.0}}, ""unpaired_yes_pnl"": -890.0}, ""realized_pnl"": -890.0, ""settled_markets"": 89, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 890.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p003-min0p001-yes_only-n10p0"", ""settled_positions"": 89, ""settlements_from_feed_db"": true, ""signals"": 1687, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",890.0,0.0
5.0,221,1250.0,49,219.00454545453974,-5.0,1245.0,8.586206896551724,221,5000.0,895.0,90,0.005,45,0.001,1.1318181818181818,145.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n5p0,0.12386885489367029,cheapest,2990,14.764976987944559,28829,ok,,"paired_leftover_pnl"": 145.0, ""unpaired_no_pnl"": 680.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 212672.619054, ""cost"": 570.0, ""payout"": 1250.0, ""pnl"": 680.0}, ""yes:00-02m"": {""contracts"": 207668.345549, ""cost"": 535.0, ""payout"": 0.0, ""pnl"": -535.0}}, ""unpaired_yes_pnl"": -535.0}, ""realized_pnl"": 145.0, ""settled_markets"": 221, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1105.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n5p0"", ""settled_positions"": 221, ""settlements_from_feed_db"": true, ""signals"": 2990, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1105.0,0.004524886877828055
10.0,221,2500.0,50,219.00454545453974,-10.0,2490.0,8.586206896551724,221,10000.0,1790.0,90,0.005,45,0.001,1.1318181818181818,290.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n10p0,0.12386885489367029,cheapest,2990,14.764976987944559,28829,ok,,"eftover_pnl"": 290.0, ""unpaired_no_pnl"": 1360.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 425345.238089, ""cost"": 1140.0, ""payout"": 2500.0, ""pnl"": 1360.0}, ""yes:00-02m"": {""contracts"": 415336.691083, ""cost"": 1070.0, ""payout"": 0.0, ""pnl"": -1070.0}}, ""unpaired_yes_pnl"": -1070.0}, ""realized_pnl"": 290.0, ""settled_markets"": 221, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 2210.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-cheapest-n10p0"", ""settled_positions"": 221, ""settlements_from_feed_db"": true, ""signals"": 2990, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",2210.0,0.004524886877828055
5.0,114,1250.0,51,112.00884955752022,-5.0,1245.0,1.8308823529411764,114,5000.0,470.0,90,0.005,45,0.001,2.2035398230088497,680.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n5p0,0.8088104325424221,no_only,1328,10.536073725896166,28829,ok,,"pleted_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 570.0, ""unpaired_leftover_payout"": 1250.0, ""unpaired_leftover_pnl"": 680.0, ""unpaired_no_pnl"": 680.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 212672.619054, ""cost"": 570.0, ""payout"": 1250.0, ""pnl"": 680.0}}, ""unpaired_yes_pnl"": 0.0}, ""realized_pnl"": 680.0, ""settled_markets"": 114, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 570.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n5p0"", ""settled_positions"": 114, ""settlements_from_feed_db"": true, ""signals"": 1328, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",570.0,0.008771929824561403
10.0,114,2500.0,52,112.00884955752022,-10.0,2490.0,1.8308823529411764,114,10000.0,940.0,90,0.005,45,0.001,2.2035398230088497,1360.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n10p0,0.8088104325424221,no_only,1328,10.536073725896166,28829,ok,,"ir_pnl"": 0.0, ""unpaired_leftover_cost"": 1140.0, ""unpaired_leftover_payout"": 2500.0, ""unpaired_leftover_pnl"": 1360.0, ""unpaired_no_pnl"": 1360.0, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 425345.238089, ""cost"": 1140.0, ""payout"": 2500.0, ""pnl"": 1360.0}}, ""unpaired_yes_pnl"": 0.0}, ""realized_pnl"": 1360.0, ""settled_markets"": 114, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1140.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-no_only-n10p0"", ""settled_positions"": 114, ""settlements_from_feed_db"": true, ""signals"": 1328, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1140.0,0.008771929824561403
5.0,107,0.0,53,1.0,-5.0,0.0,,107,5000.0,535.0,90,0.005,45,0.001,0.0,-535.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n5p0,-7590140450630934.0,yes_only,1662,-1.0,28829,ok,,"leted_pair_pnl"": 0.0, ""unpaired_leftover_cost"": 535.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -535.0, ""unpaired_no_pnl"": 0.0, ""unpaired_time_buckets"": {""yes:00-02m"": {""contracts"": 207668.345549, ""cost"": 535.0, ""payout"": 0.0, ""pnl"": -535.0}}, ""unpaired_yes_pnl"": -535.0}, ""realized_pnl"": -535.0, ""settled_markets"": 107, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 535.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n5p0"", ""settled_positions"": 107, ""settlements_from_feed_db"": true, ""signals"": 1662, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",535.0,0.0
10.0,107,0.0,54,1.0,-10.0,0.0,,107,10000.0,1070.0,90,0.005,45,0.001,0.0,-1070.0,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n10p0,-7590140450630934.0,yes_only,1662,-1.0,28829,ok,,"r_pnl"": 0.0, ""unpaired_leftover_cost"": 1070.0, ""unpaired_leftover_payout"": 0.0, ""unpaired_leftover_pnl"": -1070.0, ""unpaired_no_pnl"": 0.0, ""unpaired_time_buckets"": {""yes:00-02m"": {""contracts"": 415336.691083, ""cost"": 1070.0, ""payout"": 0.0, ""pnl"": -1070.0}}, ""unpaired_yes_pnl"": -1070.0}, ""realized_pnl"": -1070.0, ""settled_markets"": 107, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1070.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p005-min0p001-yes_only-n10p0"", ""settled_positions"": 107, ""settlements_from_feed_db"": true, ""signals"": 1662, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1070.0,0.0
5.0,266,1833.3333333333335,55,150.76445154848588,-5.0,995.0,1.9768211920529803,266,5000.0,507.2222222222223,90,0.01,45,0.001,1.3827629911280102,503.33333333333326,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n5p0,0.4172877443118418,cheapest,3053,11.802286992445842,28829,ok,,"red_no_pnl"": 1133.3333333333335, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 205579.461693, ""cost"": 700.0, ""payout"": 1833.333334, ""pnl"": 1133.333334}, ""yes:00-02m"": {""contracts"": 194806.554041, ""cost"": 630.0, ""payout"": 0.0, ""pnl"": -630.0}}, ""unpaired_yes_pnl"": -630.0}, ""realized_pnl"": 503.33333333333326, ""settled_markets"": 266, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 1330.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n5p0"", ""settled_positions"": 266, ""settlements_from_feed_db"": true, ""signals"": 3053, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",1330.0,0.011278195488721804
10.0,266,3666.666666666667,56,150.76445154848588,-10.0,1990.0,1.9768211920529803,266,10000.0,1014.4444444444446,90,0.01,45,0.001,1.3827629911280102,1006.6666666666665,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n10p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n10p0,0.4172877443118418,cheapest,3053,11.802286992445842,28829,ok,,"o_pnl"": 2266.666666666667, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 411158.923379, ""cost"": 1400.0, ""payout"": 3666.666667, ""pnl"": 2266.666667}, ""yes:00-02m"": {""contracts"": 389613.108085, ""cost"": 1260.0, ""payout"": 0.0, ""pnl"": -1260.0}}, ""unpaired_yes_pnl"": -1260.0}, ""realized_pnl"": 1006.6666666666665, ""settled_markets"": 266, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 2660.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n10p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-cheapest-n10p0"", ""settled_positions"": 266, ""settlements_from_feed_db"": true, ""signals"": 3053, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",2660.0,0.011278195488721804
5.0,140,1833.3333333333335,57,78.52309758749522,-5.0,995.0,0.8779411764705881,140,5000.0,240.0,90,0.01,45,0.001,2.6545012165450124,1133.3333333333335,0,/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-no_only-n5p0,late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-no_only-n5p0,1.2983192729635298,no_only,1354,8.481132125563832,28829,ok,,"aired_leftover_payout"": 1833.3333333333335, ""unpaired_leftover_pnl"": 1133.3333333333335, ""unpaired_no_pnl"": 1133.3333333333335, ""unpaired_time_buckets"": {""no:00-02m"": {""contracts"": 205579.461693, ""cost"": 700.0, ""payout"": 1833.333334, ""pnl"": 1133.333334}}, ""unpaired_yes_pnl"": 0.0}, ""realized_pnl"": 1133.3333333333335, ""settled_markets"": 140, ""settlement_sources"": [""kalshi_api""], ""total_cost"": 700.0}, ""reference_price_provenance"": {""composite_60s_reference_ticks"": 0, ""requested_source"": ""single_venue"", ""single_venue_ticks"": 28829, ""warnings"": []}, ""reference_price_source"": ""single_venue"", ""run_dir"": ""/home/matt/workspace/kalshi-btc-15m-bot/runs/late_lotto_ticket/late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-no_only-n5p0"", ""run_id"": ""late-lotto-sweep-20260522T134139Z-w45-90-p0p01-min0p001-no_only-n5p0"", ""settled_positions"": 140, ""settlements_from_feed_db"": true, ""signals"": 1354, ""snapshots"": 28829, ""starting_bankroll"": 10000.0, ""strategy"": ""late_lotto_ticket"", ""venue"": ""kalshi""}
",700.0,0.02142857142857143
