created_at,hypothesis,strategy,run_id,fills,realized_pnl,metrics_path,report_path
2026-05-22T04:57:46Z,brownian_edge_high_confidence,strategy_probability_mm_v0,smoke-brownian_edge_high_confidence-20260522T045746Z,0,0.0,runs/strategy_probability_mm_v0/smoke-brownian_edge_high_confidence-20260522T045746Z/metrics.json,research/auto_strategy_creator/smoke-brownian_edge_high_confidence-20260522T045746Z.md
